X.1,X,ID,Duration_in_seconds,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Q26_First_Click,Q26_Last_Click,Q26_Page_Submit,Q26_Click_Count,Briefing_Message,Course_Code,Course_Ratings_Learning_Community,Course_Ratings_Findings,Course_Ratings_Resources,Course_Ratings_Relevant_Assessment,Course_Ratings_Quality,Best_Course_Features,Course_Improvements,Instructor_Ratings_Participation,Instructor_Ratings_Feedback,Instructor_Ratings_Overall,BF,IM,Student_Gender.Female.,Student_Gender.Male,Student_Gender.Unknown,Student_Gender.NA,International,Year,WAM,Ethnicity.Asian,Ethnicity.Hispanic,Ethnicity.Indigenous,Ethnicity.Other,Ethnicity.Pacific,Ethnicity.Persian,Ethnicity.Unanswered,Ethnicity.White,Group,Staff_ID,SF_Gender.Female,SF_Gender.Male.,SF_Gender.NA,SF_Ethnicity.Asian,SF_Ethnicity.White,SF_Ethnicity.NA,SF_Birthplace_Australia,SF_Parent_Birthplace_Australia,SF_Language_English.Primary,SF_Language_English.Secondary,SF_Language_English.NA,SF_Course_Experience,SF_Teaching_Experience,Message_Time,No_WAM,RE
42,50,50,-0.16843842,1,21:00.0,R_1qb33JRhxypDNRZ,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,GENS0401,0.720237486,-0.135757368,1.088525125,1.001920934,0.139223093,"""Well structured lectures, engaging course convenor""",,0.96817595,0.950082003,6,"""Engaging, quick responder, helpful """,,1,0,0,0,0,4,0.414144765,0,0,0,0,0,0,0,1,0,STAFF_014,0,1,0,0,1,0,No,No,1,0,0,0.626310956,-0.36268265,-0.345727664,0,STAFF_014 GENS0401
43,51,51,-0.181281307,1,35:00.0,R_1QuVEGLRFdjc65X,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1081,0.720237486,-1.527270391,1.088525125,1.001920934,0.139223093,NA,NA,-2.577611296,-3.695152881,1,NA,NA,0,1,0,0,0,1,0.243842245,0,0,0,0,0,0,0,1,0,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,0,0,STAFF_08 MATH1081
44,53,53,-0.140335161,1,54:00.0,R_1r1YJrmhgoryR6C,anonymous,EN,"""I agree, start questionnaire""",1.58099997,7.017000198,7.997000217,4,I have read the above statement,BIOC2101,0.720237486,-0.135757368,0.211440132,0.104024578,0.139223093,Teqching quality. Feedback oriented course adjustment,Face-to-fwce teaching component ,0.081729139,0.950082003,6,Anne is honestly an angel. She provides in depth feedback for all queries and shows concern for all of her sstudents. Her lectures have clarity and flow that make them easy to follow.,Face-to-face teaching. Slides with rhetorical questions can be fun but they do get a bit boring tbh.,0,1,0,0,0,2,0.754749806,0,0,0,0,0,0,0,1,1,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,0.443634167,0,STAFF_04 BIOC2101
45,54,54,-0.18309442,1,36:00.0,R_1rHy4RqMyJzsin4,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1160,-0.842232109,0.559999143,0.211440132,0.104024578,0.139223093,The videos.,More interaction with the cohort,0.081729139,0.021035026,5,NA,NA,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,STAFF_05,0,1,0,0,1,0,No,No,1,0,0,-1.168463283,-1.033264707,0,1,STAFF_05 PHYS1160
46,55,55,-0.153329141,1,34:00.0,R_20SwIR9E9y5avb0,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,MATH1241,0.720237486,-0.135757368,-0.66564486,0.104024578,0.139223093,David Angel,,-0.804717673,0.021035026,5,,,0,1,0,0,0,1,0.839901066,0,0,0,0,0,0,0,1,0,STAFF_01,0,1,0,0,1,0,No,No,0,1,0,-0.969043923,0.595291717,-0.345727664,0,STAFF_01 MATH1241
47,56,56,-0.153329141,1,34:00.0,R_20SwIR9E9y5avb0,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,MATH1241,0.720237486,-0.135757368,-0.66564486,0.104024578,0.139223093,David Angel,,0.96817595,0.950082003,6,"""Learning structure and design, quality of examples and counter examples. Logical and narrative flow within and between topics and subtopics. David's lessons could be used as a model for all math subjects. ""","""Luckily as the lectures are online, we can pause them at any time in order to keep up with David's rapid pace. If they were in person it may feel very fast. """,0,1,0,0,0,1,0.839901066,0,0,0,0,0,0,0,1,0,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,2.319645578,-0.345727664,0,STAFF_08 MATH1241
48,57,57,-0.162696894,1,13:00.0,R_22odogRPxTwQtJc,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1029,-0.842232109,-1.527270391,0.211440132,1.001920934,1.038818462,"The topics, weekly assessments!",n/a,NA,NA,3,Good at explaining,'more notes on the slides as we arent face to face,1,0,0,0,0,1,0.158690985,1,0,0,0,0,0,0,0,0,STAFF_025,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-0.171087777,0,0,STAFF_025 PSYC1029
49,58,58,-0.162696894,1,13:00.0,R_22odogRPxTwQtJc,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1029,-0.842232109,-1.527270391,0.211440132,1.001920934,1.038818462,"The topics, weekly assessments!",n/a,NA,NA,6,everything!!! love the lectures,more notes on slides as we arent face to face and cant ask qs,1,0,0,0,0,1,0.158690985,1,0,0,0,0,0,0,0,0,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,-0.769624563,1.170076337,0,0,STAFF_030 PSYC1029
50,60,60,-0.082466623,1,56:00.0,R_231RwWyXlp6aZl1,anonymous,EN,"I agree, start questionnaire",41.127,41.127,43.174,1,I have read the above statement,MATH1131,-1.623466907,-0.831513879,1.088525125,1.001920934,1.038818462,Milan Pahor's recorded lectures are fantastic.,"Better formatting of notes/problems. A single huge pdf feels cumbersome, especially considering Milan Pahor uses his own lecture notes. A distinct problem book would be really good.",NA,0.021035026,5,"I do not attend his live lectures, but his forum posts are very helpful",NA,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,STAFF_032,0,1,0,0,1,0,Yes,Yes - Both,1,0,0,-0.370785843,-1.033264707,-0.345727664,1,STAFF_032 MATH1131
51,62,62,-0.13595347,1,14:00.0,R_23gdzGe3YpW6l4v,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1011,-0.060997312,0.559999143,-0.66564486,-0.793871778,0.139223093,The variation and diversity of content being learned.,"More assistance regarding assessment tasks, such as modules or practice responses ",0.081729139,0.021035026,6,Using everyday and exciting tools to engage with our learning ,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,2.819923914,1.170076337,0,1,STAFF_030 PSYC1011
52,63,63,-0.13595347,1,14:00.0,R_23gdzGe3YpW6l4v,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1011,-0.060997312,0.559999143,-0.66564486,-0.793871778,0.139223093,The variation and diversity of content being learned.,"More assistance regarding assessment tasks, such as modules or practice responses ",0.081729139,0.021035026,4,Explaining difficult ideas in simpler ways    ,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,STAFF_034,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,0.49949428,0,1,STAFF_034 PSYC1011
53,64,64,2.217165615,1,18:00.0,R_25FvGFoFuwGqEYP,anonymous,EN,"I agree, start questionnaire",1.595,1.595,6.516,1,I have read the above statement,PSYC1024,-0.060997312,NA,-0.66564486,-0.793871778,-0.760372276,"It's very well structured. The Moodle site is well-organised, it is clear what is being taught in each lecture, and the course coordinator is very responsive to discussion posts.","The lectures themselves aren't particularly professional. Some students may enjoy this, but I personally wasn't impressed. Some are filmed outdoors with lots of background noise, some are filmed at a desk with very little visual cues (e.g. lecture slides, diagrams, etc.)",-0.804717673,NA,4,She makes it easy to understand difficult concepts and delivers the course content in a fun and engaging manner.,N/A,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,STAFF_02,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-1.168463283,-1.129062144,-0.345727664,1,STAFF_02 PSYC1024
54,65,65,2.217165615,1,18:00.0,R_25FvGFoFuwGqEYP,anonymous,EN,"I agree, start questionnaire",1.595,1.595,6.516,1,I have read the above statement,PSYC1024,-0.060997312,NA,-0.66564486,-0.793871778,-0.760372276,"It's very well structured. The Moodle site is well-organised, it is clear what is being taught in each lecture, and the course coordinator is very responsive to discussion posts.","The lectures themselves aren't particularly professional. Some students may enjoy this, but I personally wasn't impressed. Some are filmed outdoors with lots of background noise, some are filmed at a desk with very little visual cues (e.g. lecture slides, diagrams, etc.)",-0.804717673,NA,4,She makes difficult concepts easy to understand and makes the course content engaging and fun.,N/A,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,STAFF_027,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,0.227472236,-0.266885214,-0.345727664,1,STAFF_027 PSYC1024
55,67,67,-0.186720647,1,10:00.0,R_27pYwHZRghRWR5r,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1160,-0.060997312,-0.135757368,-0.66564486,1.001920934,0.139223093,NA,NA,0.081729139,0.021035026,5,NA,NA,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,STAFF_05,0,1,0,0,1,0,No,No,1,0,0,-1.168463283,-1.033264707,0,1,STAFF_05 PHYS1160
56,68,68,-0.131420687,1,06:00.0,R_27wodcB1cEaqMKs,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1131,-0.060997312,-0.135757368,0.211440132,1.001920934,1.038818462,"The organisation, structure and consistency of the course, it is very clear what is needed to be done each week which makes learning and completing tasks far easier.  I also like the alternating teaching method, rather than the half term blocks that most subjects tend to do.","Maybe making lecture examples easier, as I have found that whilst I understand the examples in lectures I get confused or am unsure about more complex examples in tutorials/exams.",0.081729139,-0.908011951,6,"His good attitude, humour, easy to understand explanations and encouraging teaching method.",NA :),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,STAFF_020,0,1,0,0,1,0,Yes,No,1,0,0,-0.570205203,-0.458480087,0,1,STAFF_020 MATH1131
57,69,69,-0.131420687,1,06:00.0,R_27wodcB1cEaqMKs,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1131,-0.060997312,-0.135757368,0.211440132,1.001920934,1.038818462,"The organisation, structure and consistency of the course, it is very clear what is needed to be done each week which makes learning and completing tasks far easier.  I also like the alternating teaching method, rather than the half term blocks that most subjects tend to do.","Maybe making lecture examples easier, as I have found that whilst I understand the examples in lectures I get confused or am unsure about more complex examples in tutorials/exams.",0.081729139,-0.908011951,6,"His good attitude, humour and enjoyable approach to teaching, whilst also being easy to understand.",N/A :),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,STAFF_032,0,1,0,0,1,0,Yes,Yes - Both,1,0,0,-0.370785843,-1.033264707,0,1,STAFF_032 MATH1131
58,70,70,-0.12295949,1,03:00.0,R_27yxR9Ung6vOrFg,anonymous,ZH-S,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1121,-0.060997312,0.559999143,0.211440132,0.104024578,0.139223093,can review those courses really easy.,no idea,-0.804717673,0.021035026,5,NA,NA,1,0,0,0,1,1,0.627022916,0,0,0,0,0,0,1,0,0,STAFF_022,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-1.224859581,0,0,STAFF_022 PHYS1121
59,72,72,-0.17010044,1,10:00.0,R_28AQSOQqgACaUeJ,anonymous,EN,"I agree, start questionnaire",3.478,3.478,6.237,1,I have read the above statement,PSYC1024,-0.842232109,-0.135757368,-2.419814846,-2.58966449,-2.559563014,the lecturer's enthusiasm and ability to explain concepts easily.,"every 2 weeks, a zoom session could occur?",-1.691164484,-1.837058927,2,her enthusiasm and dedication,NA,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,STAFF_027,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,0.227472236,-0.266885214,-0.345727664,1,STAFF_027 PSYC1024
60,73,73,-0.154084605,1,22:00.0,R_29i6BRo5z9DK4Zw,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1121,-0.842232109,-1.527270391,-1.542729853,0.104024578,-0.760372276,"Format of the web stream lectures, very visual with some concepts most of the time",Improve/update the video quality. Explain the calculus parts slowly ,NA,NA,5,Enthusiasm ,n/a,0,1,0,0,0,1,-0.692821617,0,1,0,0,0,0,0,0,0,STAFF_022,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-1.224859581,0,0,STAFF_022 PHYS1121
61,74,74,-0.141694996,1,25:00.0,R_29iy8qtfqpv8dpn,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1160,-0.060997312,0.559999143,0.211440132,1.001920934,1.038818462,"I enjoy being able to go at my own pace. I often complete work as soon as it is released, online courses allow me to manage my time better","Potentially the discussion section of the course could also have a question asked by a tutor, that way any student who is looking to complete the discussion requirement early does not have to wait for another student to begin.",-0.804717673,NA,5,"It is hard to tell, due to the online nature of the course.",NA,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,STAFF_05,0,1,0,0,1,0,No,No,1,0,0,-1.168463283,-1.033264707,0,1,STAFF_05 PHYS1160
62,75,75,-0.158768481,1,38:00.0,R_2AEC1n2H3XJupuS,anonymous,EN,"I agree, start questionnaire",1.483,1.483,6.888,1,I have read the above statement,PHYS1121,NA,-1.527270391,-1.542729853,0.104024578,-2.559563014,Interactivity,"I think the pre-recorded lectures work theoretically, but live or live like pre recorded lectures (two-hour lectures recorded like it would be without covid) work way better ",-2.577611296,-0.908011951,4,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,STAFF_022,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-1.224859581,-0.345727664,1,STAFF_022 PHYS1121
63,76,76,-0.112685181,1,47:00.0,R_2AKJ2tphEAwtecw,anonymous,ZH-S,"I agree, start questionnaire",1.641,11.674,12.777,5,I have read the above statement,MATH1131,0.720237486,-0.135757368,1.088525125,0.104024578,-0.760372276,course resources,lecture content,0.081729139,0.021035026,5,clear resolution,pace can be faster,1,0,0,0,1,1,-0.224489686,1,0,0,0,0,0,0,0,1,STAFF_020,0,1,0,0,1,0,Yes,No,1,0,0,-0.570205203,-0.458480087,1.111164706,0,STAFF_020 MATH1131
64,77,77,-0.112685181,1,47:00.0,R_2AKJ2tphEAwtecw,anonymous,ZH-S,"I agree, start questionnaire",1.641,11.674,12.777,5,I have read the above statement,MATH1131,0.720237486,-0.135757368,1.088525125,0.104024578,-0.760372276,course resources,lecture content,0.081729139,0.021035026,5,extend knowledge,pace can be faster,1,0,0,0,1,1,-0.224489686,1,0,0,0,0,0,0,0,1,STAFF_032,0,1,0,0,1,0,Yes,Yes - Both,1,0,0,-0.370785843,-1.033264707,1.111164706,0,STAFF_032 MATH1131
65,78,78,-0.112987366,1,49:00.0,R_2at9xwTIzpW8xc1,anonymous,EN,"I agree, start questionnaire",23.171,49.759,52.497,2,I have read the above statement,PSYC1029,-0.060997312,1.255755655,0.211440132,0.104024578,0.139223093,"Great Moodle layout (hard to come by in most courses), easy to find resources and know when things are due. Great essay, time management, and procrastination resources. Weekly quizzes to encourage weekly engagement with course content (which some courses forego entirely, often resulting in a lecture cram right before final exam for many students).","Not much, perhaps Kelsey's W3 lectures are paced a little too fast, Rick easy to take notes for.",0.96817595,0.950082003,6,Clear communication through forums surpasses Level 3 courses (which are relatively atrocious),N/A,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,STAFF_025,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-0.171087777,3.515116981,1,STAFF_025 PSYC1029
66,79,79,-0.112987366,1,49:00.0,R_2at9xwTIzpW8xc1,anonymous,EN,"I agree, start questionnaire",23.171,49.759,52.497,2,I have read the above statement,PSYC1029,-0.060997312,1.255755655,0.211440132,0.104024578,0.139223093,"Great Moodle layout (hard to come by in most courses), easy to find resources and know when things are due. Great essay, time management, and procrastination resources. Weekly quizzes to encourage weekly engagement with course content (which some courses forego entirely, often resulting in a lecture cram right before final exam for many students).","Not much, perhaps Kelsey's W3 lectures are paced a little too fast, Rick easy to take notes for.",NA,NA,6,"Clear lecture outlines, excellent pacing, engaging delivery of content, epic voice.",Nothing comes to mind,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,-0.769624563,1.170076337,3.515116981,1,STAFF_030 PSYC1029
67,80,80,2.556520017,1,10:00.0,R_2bUyp29Y7vEJvTD,anonymous,ZH-S,"I agree, start questionnaire",2.776,4.77,5.647,3,I have read the above statement,MATH1131,0.720237486,1.255755655,1.088525125,NA,1.038818462,The method to do calculus problems,The pace of the course could be a little bit faster ,0.96817595,0.950082003,6,NA,NA,1,0,0,0,1,1,0.627022916,1,0,0,0,0,0,0,0,1,STAFF_020,0,1,0,0,1,0,Yes,No,1,0,0,-0.570205203,-0.458480087,-0.056178836,0,STAFF_020 MATH1131
68,81,81,2.556520017,1,10:00.0,R_2bUyp29Y7vEJvTD,anonymous,ZH-S,"I agree, start questionnaire",2.776,4.77,5.647,3,I have read the above statement,MATH1131,0.720237486,1.255755655,1.088525125,NA,1.038818462,The method to do calculus problems,The pace of the course could be a little bit faster ,0.96817595,0.950082003,6,NA,NA,1,0,0,0,1,1,0.627022916,1,0,0,0,0,0,0,0,1,STAFF_032,0,1,0,0,1,0,Yes,Yes - Both,1,0,0,-0.370785843,-1.033264707,-0.056178836,0,STAFF_032 MATH1131
69,82,82,-0.121448563,1,40:00.0,R_2cCb32fg2F2luUl,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1160,0.720237486,-0.135757368,1.088525125,1.001920934,0.139223093,The course resources and the quiz activity for each chapter helps me understand the content,"If we could access the learning activity quiz again after completing it, because I would like to be able to refresh my knowledge and note down what I got wrong as right now when you complete the activity, you can no longer access the quiz and test yourself. At times also when doing the quiz, I have missed out on marks as the drag and drop for me does not always work and remains frozen (it could be a result of my browser) but it resulted in me losing marks. But otherwise, everything is good.",-0.804717673,-0.908011951,4,"As it is an online course, Ben has not actually taught us anything but if he wrote the chapters, it's really helpful.",Being more active and providing feedback on how to max your marks and all that because there are rarely any announcements,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,STAFF_05,0,1,0,0,1,0,No,No,1,0,0,-1.168463283,-1.033264707,0,1,STAFF_05 PHYS1160
70,83,83,-0.169798255,1,39:00.0,R_2cvydM4fButE2a1,anonymous,EN,"""I agree, start questionnaire""",3.713000059,3.713000059,7.366000175,1,I have read the above statement,CLIM1001,0.720237486,0.559999143,1.088525125,0.104024578,0.139223093,no textbook - lots of additional resources have been provided,unsure - may have a better idea once course is completed,0.081729139,0.021035026,5,,,1,0,0,0,0,1,-0.437367836,0,0,0,0,0,0,0,1,1,STAFF_014,0,1,0,0,1,0,No,No,1,0,0,0.626310956,-0.36268265,-0.345727664,0,STAFF_014 CLIM1001
71,84,84,-0.120844191,1,26:00.0,R_2D1F14Ze66poidV,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,0.559999143,0.211440132,0.104024578,0.139223093,"""Content, coordinator and lab demonstrator suppport""",nil,0.081729139,0.021035026,5,Delivered the content in an engaging manner,nil,0,1,0,0,0,2,0.201266615,1,0,0,0,0,0,0,0,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
72,85,85,-0.120844191,1,26:00.0,R_2D1F14Ze66poidV,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,0.559999143,0.211440132,0.104024578,0.139223093,"""Content, coordinator and lab demonstrator suppport""",nil,0.081729139,0.021035026,5,Prompt replies to student questions in the forum. Engaging with students through online lectures.,nil,0,1,0,0,0,2,0.201266615,1,0,0,0,0,0,0,0,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
